Season,Date,Location,Team,Opponent,Abbr,Jersey,PlayerName,StarterFlag,Mins,3PT_Pct,FG_Pct,FT_Pct,Reb_O,Reb_D,Reb_T,PF,AST,TO,BLK,STL,Pts,3PTM,3PTA,FGM,FGA,FTM,FTA,TS_Pct,eFG_Pct,HomeAway
2022-23,2023-01-28,"St. John's, NL",Cape Breton Capers,Memorial Sea-Hawks,CBR,7.0,Christophe Ruta,True,29,0.0,45.5,100.0,0,3,3,3,2,1,3,1,13,0,1,5,11,3,3,52.76,45.45,Away
2022-23,2023-01-28,"St. John's, NL",Cape Breton Capers,Memorial Sea-Hawks,CBR,14.0,Paul Watson,True,30,57.1,57.1,0.0,1,3,4,2,3,1,0,1,12,4,7,4,7,0,0,85.71,85.71,Away
2022-23,2023-01-28,"St. John's, NL",Cape Breton Capers,Memorial Sea-Hawks,CBR,2.0,Tyson Cato,True,32,0.0,44.4,33.3,2,10,12,3,1,4,1,0,9,0,0,4,9,1,3,43.6,44.44,Away
2022-23,2023-01-28,"St. John's, NL",Cape Breton Capers,Memorial Sea-Hawks,CBR,5.0,Justus Peuser,True,30,0.0,40.0,50.0,2,3,5,2,4,4,0,1,7,0,2,2,5,3,6,45.81,40.0,Away
2022-23,2023-01-28,"St. John's, NL",Cape Breton Capers,Memorial Sea-Hawks,CBR,15.0,Live Kivivu,False,8,0.0,100.0,100.0,3,0,3,1,0,1,0,1,5,0,0,2,2,1,1,102.46,100.0,Away
2022-23,2023-01-28,"St. John's, NL",Cape Breton Capers,Memorial Sea-Hawks,CBR,3.0,Jahnian Simmonds,False,12,0.0,66.7,50.0,0,0,0,4,0,1,0,2,5,0,0,2,3,1,2,64.43,66.67,Away
2022-23,2023-01-28,"St. John's, NL",Cape Breton Capers,Memorial Sea-Hawks,CBR,1.0,Jason Callaghan,False,14,25.0,20.0,0.0,0,2,2,1,1,4,0,1,3,1,4,1,5,0,0,30.0,30.0,Away
2022-23,2023-01-28,"St. John's, NL",Cape Breton Capers,Memorial Sea-Hawks,CBR,12.0,Mitchell Mersereau,False,6,0.0,25.0,0.0,0,0,0,1,1,0,0,0,2,0,2,1,4,0,0,25.0,25.0,Away
2022-23,2023-01-28,"St. John's, NL",Cape Breton Capers,Memorial Sea-Hawks,CBR,21.0,Jamal Cadore,False,2,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,Away
2022-23,2023-01-28,"St. John's, NL",Cape Breton Capers,Memorial Sea-Hawks,CBR,10.0,Ceejay Hanson,False,2,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2022-23,2023-01-28,"St. John's, NL",Cape Breton Capers,Memorial Sea-Hawks,CBR,8.0,Coby Tunnicliff,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2022-23,2023-01-28,"Sudbury, ON",Brock Badgers,Laurentian Voyageurs,BRO,11.0,Isaiah Bujdoso,True,23,100.0,62.5,90.0,0,1,1,4,4,1,1,2,20,1,1,5,8,9,10,80.65,68.75,Away
2022-23,2023-01-28,"Sudbury, ON",Brock Badgers,Laurentian Voyageurs,BRO,0.0,Jesse Barnes,True,26,0.0,85.7,66.7,2,6,8,1,2,0,2,0,14,0,0,6,7,2,3,84.13,85.71,Away
2022-23,2023-01-28,"Sudbury, ON",Brock Badgers,Laurentian Voyageurs,BRO,25.0,Jevon Brown,True,31,16.7,54.5,100.0,2,1,3,3,2,2,0,0,14,1,6,6,11,1,1,61.19,59.09,Away
2022-23,2023-01-28,"Sudbury, ON",Brock Badgers,Laurentian Voyageurs,BRO,1.0,Jordan Tchuente,True,31,0.0,50.0,80.0,3,6,9,4,5,3,1,0,12,0,0,4,8,4,5,58.82,50.0,Away
2022-23,2023-01-28,"Sudbury, ON",Brock Badgers,Laurentian Voyageurs,BRO,3.0,Daniel Caldwell,True,34,50.0,44.4,100.0,0,6,6,2,7,3,0,1,11,2,4,4,9,1,1,58.26,55.56,Away
2022-23,2023-01-28,"Sudbury, ON",Brock Badgers,Laurentian Voyageurs,BRO,12.0,Xavier Fearon,False,23,66.7,30.0,0.0,1,2,3,2,2,2,0,0,8,2,3,3,10,0,0,40.0,40.0,Away
2022-23,2023-01-28,"Sudbury, ON",Brock Badgers,Laurentian Voyageurs,BRO,10.0,Godsman Kwakwah,False,12,0.0,28.6,0.0,1,0,1,1,0,1,0,2,4,0,4,2,7,0,1,26.88,28.57,Away
2022-23,2023-01-28,"Sudbury, ON",Brock Badgers,Laurentian Voyageurs,BRO,20.0,Michael Matas,False,12,0.0,33.3,0.0,2,3,5,3,0,2,1,1,2,0,1,1,3,0,0,33.33,33.33,Away
2022-23,2023-01-28,"Sudbury, ON",Brock Badgers,Laurentian Voyageurs,BRO,13.0,Georges Mfwamba Ngandu,False,8,0.0,0.0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,Away
2022-23,2023-01-28,"Sudbury, ON",Brock Badgers,Laurentian Voyageurs,BRO,23.0,Michael Okeke,False,1,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2022-23,2023-01-28,"Sudbury, ON",Laurentian Voyageurs,Brock Badgers,LAU,22.0,Caillou Lacroix,False,36,30.0,42.1,83.3,1,4,5,3,4,5,0,4,24,3,10,8,19,5,6,55.45,50.0,Home
2022-23,2023-01-28,"Sudbury, ON",Laurentian Voyageurs,Brock Badgers,LAU,10.0,Kamil Dia Hantchi,False,32,50.0,53.8,33.3,5,1,6,2,4,0,0,1,21,5,10,7,13,2,6,67.14,73.08,Home
2022-23,2023-01-28,"Sudbury, ON",Laurentian Voyageurs,Brock Badgers,LAU,32.0,Gaetan Chamand,True,37,40.0,41.2,0.0,1,0,1,0,2,2,1,0,18,4,10,7,17,0,0,52.94,52.94,Home
2022-23,2023-01-28,"Sudbury, ON",Laurentian Voyageurs,Brock Badgers,LAU,35.0,Abdulmajid Hassan,True,28,50.0,50.0,100.0,0,5,5,5,4,2,0,0,9,2,4,2,4,3,3,84.59,75.0,Home
2022-23,2023-01-28,"Sudbury, ON",Laurentian Voyageurs,Brock Badgers,LAU,12.0,Cedric Mbiaba,True,30,25.0,20.0,100.0,2,3,5,4,3,3,0,2,6,1,4,2,10,1,1,28.74,25.0,Home
2022-23,2023-01-28,"Sudbury, ON",Laurentian Voyageurs,Brock Badgers,LAU,23.0,Rudy Beya,True,11,0.0,0.0,50.0,1,2,3,3,1,0,0,0,1,0,1,0,3,1,2,12.89,0.0,Home
2022-23,2023-01-28,"Sudbury, ON",Laurentian Voyageurs,Brock Badgers,LAU,14.0,Ethan Cudney,True,18,0.0,0.0,0.0,2,3,5,3,2,1,0,1,0,0,1,0,2,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Sudbury, ON",Laurentian Voyageurs,Brock Badgers,LAU,44.0,Pierre-Ralph Mani,False,2,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Sudbury, ON",Laurentian Voyageurs,Brock Badgers,LAU,66.0,Matthew Sutton,False,6,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Toronto, ON",Lakehead Thunderwolves,York Lions,LAK,3.0,Alston Harris,True,29,100.0,69.2,87.5,0,4,4,1,3,1,0,2,27,2,2,9,13,7,8,81.72,76.92,Away
2022-23,2023-01-28,"Toronto, ON",Lakehead Thunderwolves,York Lions,LAK,6.0,Michael Okafor,True,30,42.9,42.9,66.7,3,5,8,3,2,0,0,3,17,3,7,6,14,2,3,55.48,53.57,Away
2022-23,2023-01-28,"Toronto, ON",Lakehead Thunderwolves,York Lions,LAK,7.0,Laoui Msambya,True,27,0.0,45.5,50.0,1,6,7,2,2,1,0,2,11,0,5,5,11,1,2,46.3,45.45,Away
2022-23,2023-01-28,"Toronto, ON",Lakehead Thunderwolves,York Lions,LAK,11.0,Nathan Bilamu,False,25,33.3,60.0,100.0,2,1,3,3,0,1,0,0,9,1,3,3,5,2,2,76.53,70.0,Away
2022-23,2023-01-28,"Toronto, ON",Lakehead Thunderwolves,York Lions,LAK,1.0,Chris Sagl,False,12,0.0,50.0,100.0,0,0,0,1,1,1,0,0,9,0,3,4,8,1,1,53.32,50.0,Away
2022-23,2023-01-28,"Toronto, ON",Lakehead Thunderwolves,York Lions,LAK,4.0,Tyler Sagl,False,17,66.7,33.3,100.0,0,4,4,1,0,0,0,0,8,2,3,2,6,2,2,58.14,50.0,Away
2022-23,2023-01-28,"Toronto, ON",Lakehead Thunderwolves,York Lions,LAK,13.0,Eric Gonzalez,False,15,33.3,25.0,100.0,1,3,4,4,0,1,0,0,5,1,3,1,4,2,2,51.23,37.5,Away
2022-23,2023-01-28,"Toronto, ON",Lakehead Thunderwolves,York Lions,LAK,15.0,Chume Nwigwe,True,15,100.0,100.0,0.0,1,0,1,1,0,0,2,0,5,1,1,2,2,0,0,125.0,125.0,Away
2022-23,2023-01-28,"Toronto, ON",Lakehead Thunderwolves,York Lions,LAK,25.0,Harold Santa Cruz,False,8,0.0,33.3,0.0,0,2,2,0,1,1,0,0,2,0,0,1,3,0,0,33.33,33.33,Away
2022-23,2023-01-28,"Toronto, ON",Lakehead Thunderwolves,York Lions,LAK,2.0,Dylan Morrison,True,18,0.0,0.0,50.0,1,0,1,2,0,0,1,1,1,0,0,0,2,1,2,17.36,0.0,Away
2022-23,2023-01-28,"Toronto, ON",Lakehead Thunderwolves,York Lions,LAK,8.0,Seth Johnson,False,2,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,Away
2022-23,2023-01-28,"Toronto, ON",Lakehead Thunderwolves,York Lions,LAK,33.0,Jared Kreiner,False,2,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,Away
2022-23,2023-01-28,"Toronto, ON",York Lions,Lakehead Thunderwolves,YOR,1.0,Somto Dimanochie,True,38,0.0,55.0,50.0,3,11,14,2,0,4,2,0,25,0,2,11,20,3,6,55.21,55.0,Home
2022-23,2023-01-28,"Toronto, ON",York Lions,Lakehead Thunderwolves,YOR,9.0,Elias Panagiotopoulos,False,32,50.0,40.0,100.0,0,4,4,3,3,0,0,0,16,3,6,4,10,5,5,65.57,55.0,Home
2022-23,2023-01-28,"Toronto, ON",York Lions,Lakehead Thunderwolves,YOR,0.0,Prince Kamunga,True,35,20.0,25.0,87.5,1,5,6,2,5,2,0,2,14,1,5,3,12,7,8,45.1,29.17,Home
2022-23,2023-01-28,"Toronto, ON",York Lions,Lakehead Thunderwolves,YOR,3.0,Travon Hamilton,True,32,0.0,45.5,50.0,0,2,2,5,3,3,0,0,11,0,1,5,11,1,2,46.3,45.45,Home
2022-23,2023-01-28,"Toronto, ON",York Lions,Lakehead Thunderwolves,YOR,2.0,Yaw Antwi-Boasiako,False,12,50.0,50.0,0.0,1,1,2,3,2,2,0,0,6,2,4,2,4,0,0,75.0,75.0,Home
2022-23,2023-01-28,"Toronto, ON",York Lions,Lakehead Thunderwolves,YOR,13.0,Quintin Herbert,False,20,25.0,40.0,0.0,0,0,0,1,1,0,0,0,5,1,4,2,5,0,0,50.0,50.0,Home
2022-23,2023-01-28,"Toronto, ON",York Lions,Lakehead Thunderwolves,YOR,12.0,Alexis Kayonga,True,15,0.0,50.0,0.0,1,1,2,2,0,0,0,1,4,0,2,2,4,0,0,50.0,50.0,Home
2022-23,2023-01-28,"Toronto, ON",York Lions,Lakehead Thunderwolves,YOR,4.0,Autrey Dawkins,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Toronto, ON",York Lions,Lakehead Thunderwolves,YOR,11.0,Nathan Omoghan,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Toronto, ON",York Lions,Lakehead Thunderwolves,YOR,10.0,Tyler Pryce,True,12,0.0,0.0,0.0,0,3,3,5,0,1,0,0,0,0,2,0,2,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Toronto, ON",TMU Bold,Western Mustangs,TMU,3.0,Ankit Choudhary,True,34,80.0,90.0,0.0,0,3,3,3,9,4,0,1,22,4,5,9,10,0,0,110.0,110.0,Home
2022-23,2023-01-28,"Toronto, ON",TMU Bold,Western Mustangs,TMU,1.0,Aaron Rhooms,True,34,0.0,33.3,66.7,1,4,5,1,2,2,0,2,16,0,2,6,18,4,6,38.76,33.33,Home
2022-23,2023-01-28,"Toronto, ON",TMU Bold,Western Mustangs,TMU,4.0,Lamar Everd,True,27,66.7,62.5,0.0,0,7,7,2,3,4,0,1,14,4,6,5,8,0,0,87.5,87.5,Home
2022-23,2023-01-28,"Toronto, ON",TMU Bold,Western Mustangs,TMU,23.0,Mouhamed Ndiaye,False,23,37.5,44.4,0.0,0,1,1,2,0,1,0,2,11,3,8,4,9,0,0,61.11,61.11,Home
2022-23,2023-01-28,"Toronto, ON",TMU Bold,Western Mustangs,TMU,11.0,Lincoln Rosebush,True,21,0.0,80.0,100.0,2,2,4,4,0,0,0,0,10,0,0,4,5,2,2,85.03,80.0,Home
2022-23,2023-01-28,"Toronto, ON",TMU Bold,Western Mustangs,TMU,12.0,Liam O'Leary-Orange,False,13,0.0,75.0,100.0,3,2,5,3,0,2,0,0,8,0,0,3,4,2,2,81.97,75.0,Home
2022-23,2023-01-28,"Toronto, ON",TMU Bold,Western Mustangs,TMU,9.0,Simon Chamberlain,True,20,0.0,40.0,0.0,0,2,2,2,1,1,0,0,4,0,3,2,5,0,0,40.0,40.0,Home
2022-23,2023-01-28,"Toronto, ON",TMU Bold,Western Mustangs,TMU,0.0,Adrian Stevens,False,6,50.0,50.0,0.0,0,0,0,0,0,1,0,0,3,1,2,1,2,0,0,75.0,75.0,Home
2022-23,2023-01-28,"Toronto, ON",TMU Bold,Western Mustangs,TMU,15.0,Akeem Clarke,False,8,0.0,25.0,0.0,0,2,2,1,0,1,0,0,2,0,0,1,4,0,0,25.0,25.0,Home
2022-23,2023-01-28,"Toronto, ON",TMU Bold,Western Mustangs,TMU,21.0,Jaren Jones,False,11,0.0,0.0,0.0,0,4,4,2,4,1,1,2,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Toronto, ON",TMU Bold,Western Mustangs,TMU,10.0,Isaiah McRae,False,6,0.0,0.0,0.0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Toronto, ON",TMU Bold,Western Mustangs,TMU,14.0,Elijah Roye,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Toronto, ON",Western Mustangs,TMU Bold,WES,9.0,Aryan Sharma,True,34,16.7,50.0,66.7,1,4,5,2,4,1,0,1,23,1,6,10,20,2,3,53.94,52.5,Away
2022-23,2023-01-28,"Toronto, ON",Western Mustangs,TMU Bold,WES,4.0,Jerric Palma,True,29,57.1,58.3,50.0,0,2,2,0,1,0,0,1,20,4,7,7,12,2,4,72.67,75.0,Away
2022-23,2023-01-28,"Toronto, ON",Western Mustangs,TMU Bold,WES,21.0,George Horn,True,26,0.0,100.0,100.0,1,5,6,4,1,2,0,1,11,0,0,5,5,1,1,101.1,100.0,Away
2022-23,2023-01-28,"Toronto, ON",Western Mustangs,TMU Bold,WES,8.0,Noah Otshudi,True,27,0.0,50.0,83.3,1,3,4,0,7,7,0,3,11,0,0,3,6,5,6,63.66,50.0,Away
2022-23,2023-01-28,"Toronto, ON",Western Mustangs,TMU Bold,WES,7.0,Matteo Zagar,True,30,33.3,33.3,0.0,0,0,0,1,0,1,0,1,5,1,3,2,6,0,0,41.67,41.67,Away
2022-23,2023-01-28,"Toronto, ON",Western Mustangs,TMU Bold,WES,20.0,Imran Armstrong,False,8,50.0,50.0,0.0,0,0,0,0,0,1,0,0,3,1,2,1,2,0,0,75.0,75.0,Away
2022-23,2023-01-28,"Toronto, ON",Western Mustangs,TMU Bold,WES,14.0,Tye Cotie,False,7,0.0,0.0,100.0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,2,53.19,0.0,Away
2022-23,2023-01-28,"Toronto, ON",Western Mustangs,TMU Bold,WES,6.0,Cole Cruz-Dumont,False,16,0.0,20.0,0.0,0,1,1,2,0,3,0,0,2,0,4,1,5,0,0,20.0,20.0,Away
2022-23,2023-01-28,"Toronto, ON",Western Mustangs,TMU Bold,WES,10.0,John Vrdoljak,False,13,0.0,33.3,0.0,0,5,5,1,1,0,1,0,2,0,1,1,3,0,0,33.33,33.33,Away
2022-23,2023-01-28,"Toronto, ON",Western Mustangs,TMU Bold,WES,24.0,Jaxon Cohee,False,3,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,Away
2022-23,2023-01-28,"Toronto, ON",Western Mustangs,TMU Bold,WES,23.0,Ukasha Khan,False,7,0.0,0.0,0.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.0,0.0,Away
2022-23,2023-01-28,"Toronto, ON",Windsor Lancers,Toronto Varsity Blues,WIN,54.0,Thomas Kennedy,True,28,100.0,63.6,62.5,3,9,12,3,2,1,1,0,20,1,1,7,11,5,8,68.87,68.18,Away
2022-23,2023-01-28,"Toronto, ON",Windsor Lancers,Toronto Varsity Blues,WIN,6.0,Najee Brown-Henderson,True,32,50.0,46.2,66.7,0,1,1,1,4,3,0,2,18,4,8,6,13,2,3,62.85,61.54,Away
2022-23,2023-01-28,"Toronto, ON",Windsor Lancers,Toronto Varsity Blues,WIN,5.0,Daniel Cummings,True,20,33.3,44.4,50.0,0,3,3,2,2,1,1,0,11,2,6,4,9,1,2,55.67,55.56,Away
2022-23,2023-01-28,"Toronto, ON",Windsor Lancers,Toronto Varsity Blues,WIN,21.0,Ziphion Grant,False,14,75.0,80.0,0.0,0,0,0,0,0,4,0,1,11,3,4,4,5,0,0,110.0,110.0,Away
2022-23,2023-01-28,"Toronto, ON",Windsor Lancers,Toronto Varsity Blues,WIN,4.0,Xavier Ochu,True,33,33.3,23.5,0.0,4,8,12,2,2,3,0,1,9,1,3,4,17,0,0,26.47,26.47,Away
2022-23,2023-01-28,"Toronto, ON",Windsor Lancers,Toronto Varsity Blues,WIN,15.0,Yohann Sam,False,20,100.0,57.1,0.0,4,3,7,2,0,1,0,1,9,1,1,4,7,0,0,64.29,64.29,Away
2022-23,2023-01-28,"Toronto, ON",Windsor Lancers,Toronto Varsity Blues,WIN,7.0,Lorenzo Barbieri,True,22,0.0,100.0,50.0,0,2,2,3,4,4,0,0,5,0,0,2,2,1,2,86.81,100.0,Away
2022-23,2023-01-28,"Toronto, ON",Windsor Lancers,Toronto Varsity Blues,WIN,9.0,Quinn Carey,False,18,0.0,16.7,0.0,1,1,2,3,1,4,0,2,2,0,2,1,6,0,0,16.67,16.67,Away
2022-23,2023-01-28,"Toronto, ON",Windsor Lancers,Toronto Varsity Blues,WIN,10.0,Anthony Mensah,False,13,0.0,0.0,0.0,2,2,4,1,1,0,1,0,0,0,0,0,2,0,0,0.0,0.0,Away
2022-23,2023-01-28,"Toronto, ON",Toronto Varsity Blues,Windsor Lancers,TOR,11.0,Callum Baker,True,40,30.0,45.5,75.0,2,4,6,3,2,2,0,4,26,3,10,10,22,3,4,54.71,52.27,Home
2022-23,2023-01-28,"Toronto, ON",Toronto Varsity Blues,Windsor Lancers,TOR,7.0,Noah Ngamba,True,33,14.3,40.0,0.0,1,6,7,4,2,4,0,1,13,1,7,6,15,0,0,43.33,43.33,Home
2022-23,2023-01-28,"Toronto, ON",Toronto Varsity Blues,Windsor Lancers,TOR,3.0,Inaki Alvarez,True,30,50.0,30.8,100.0,1,2,3,3,6,2,1,2,12,2,4,4,13,2,2,43.23,38.46,Home
2022-23,2023-01-28,"Toronto, ON",Toronto Varsity Blues,Windsor Lancers,TOR,8.0,Lennart Weber,True,27,0.0,45.5,33.3,3,6,9,2,2,1,1,1,11,0,3,5,11,1,3,44.64,45.45,Home
2022-23,2023-01-28,"Toronto, ON",Toronto Varsity Blues,Windsor Lancers,TOR,23.0,Aleer Aleer-Leek,False,25,33.3,40.0,0.0,4,1,5,3,0,2,1,1,10,2,6,4,10,0,2,45.96,50.0,Home
2022-23,2023-01-28,"Toronto, ON",Toronto Varsity Blues,Windsor Lancers,TOR,15.0,Somachi Agbapu,True,24,0.0,25.0,100.0,7,2,9,1,0,1,0,2,6,0,0,2,8,2,2,33.78,25.0,Home
2022-23,2023-01-28,"Toronto, ON",Toronto Varsity Blues,Windsor Lancers,TOR,10.0,Lukas Humle,False,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Toronto, ON",Toronto Varsity Blues,Windsor Lancers,TOR,21.0,Tomi Johnson,False,3,0.0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Toronto, ON",Toronto Varsity Blues,Windsor Lancers,TOR,35.0,Ryan Rudnick,False,13,0.0,0.0,0.0,0,1,1,0,0,3,0,1,0,0,2,0,2,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Toronto, ON",Toronto Varsity Blues,Windsor Lancers,TOR,5.0,Kaiden Talib,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Thunderbirds,UBC Okanagan Heat,UBC,8.0,Triston Matthews,True,29,50.0,50.0,66.7,0,5,5,1,3,2,0,2,20,2,4,7,14,4,6,60.1,57.14,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Thunderbirds,UBC Okanagan Heat,UBC,4.0,Jamesley Jerome,False,18,100.0,58.3,20.0,1,3,4,2,1,3,0,3,16,1,1,7,12,1,5,56.34,62.5,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Thunderbirds,UBC Okanagan Heat,UBC,13.0,Tobi Akinkunmi,True,17,50.0,71.4,100.0,3,4,7,2,1,1,0,0,13,1,2,5,7,2,2,82.49,78.57,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Thunderbirds,UBC Okanagan Heat,UBC,11.0,James Woods,True,30,75.0,62.5,0.0,1,2,3,2,3,2,0,0,13,3,4,5,8,0,0,81.25,81.25,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Thunderbirds,UBC Okanagan Heat,UBC,10.0,Jack Cruz-Dumont,True,22,100.0,100.0,100.0,1,1,2,3,7,2,0,0,12,2,2,4,4,2,2,122.95,125.0,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Thunderbirds,UBC Okanagan Heat,UBC,0.0,Esaie Maurancy,False,14,0.0,75.0,50.0,0,1,1,2,3,6,0,1,8,0,0,3,4,2,4,69.44,75.0,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Thunderbirds,UBC Okanagan Heat,UBC,16.0,Sukhman Sandhu,True,19,33.3,33.3,100.0,1,6,7,2,1,2,1,3,7,1,3,2,6,2,2,50.87,41.67,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Thunderbirds,UBC Okanagan Heat,UBC,6.0,Nikola Guzina,False,11,0.0,0.0,25.0,2,2,4,1,0,0,0,0,1,0,0,0,2,1,4,13.3,0.0,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Thunderbirds,UBC Okanagan Heat,UBC,3.0,Luka Lizdek,False,27,0.0,0.0,50.0,0,2,2,2,2,2,0,2,1,0,3,0,3,1,2,12.89,0.0,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Thunderbirds,UBC Okanagan Heat,UBC,5.0,Arjun Samra,False,4,0.0,0.0,50.0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,2,56.82,0.0,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Thunderbirds,UBC Okanagan Heat,UBC,14.0,Oliver Munt,False,3,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Thunderbirds,UBC Okanagan Heat,UBC,2.0,Alex Nwoye,False,6,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,3,0,4,0,0,0.0,0.0,Home
2022-23,2023-01-28,"Vancouver, BC",UBC Okanagan Heat,UBC Thunderbirds,OKA,14.0,Gavin Ashworth,True,17,50.0,57.1,100.0,2,0,2,3,1,4,0,1,16,2,4,4,7,6,6,82.99,71.43,Away
2022-23,2023-01-28,"Vancouver, BC",UBC Okanagan Heat,UBC Thunderbirds,OKA,10.0,Jalen Shirley,True,27,0.0,41.7,100.0,0,1,1,0,0,3,0,2,14,0,0,5,12,4,4,50.87,41.67,Away
2022-23,2023-01-28,"Vancouver, BC",UBC Okanagan Heat,UBC Thunderbirds,OKA,15.0,Lansana Nwosu,False,13,50.0,50.0,60.0,1,3,4,2,0,2,0,0,11,2,4,3,6,3,5,67.07,66.67,Away
2022-23,2023-01-28,"Vancouver, BC",UBC Okanagan Heat,UBC Thunderbirds,OKA,4.0,Hafith Moallin,True,27,16.7,25.0,66.7,1,3,4,3,3,3,0,4,9,1,6,3,12,2,3,33.78,29.17,Away
2022-23,2023-01-28,"Vancouver, BC",UBC Okanagan Heat,UBC Thunderbirds,OKA,22.0,Gus Goerzen,True,22,0.0,20.0,100.0,1,2,3,1,0,1,0,0,4,0,2,1,5,2,2,34.01,20.0,Away
2022-23,2023-01-28,"Vancouver, BC",UBC Okanagan Heat,UBC Thunderbirds,OKA,9.0,Jonathan Haughton,False,25,0.0,28.6,0.0,0,2,2,3,3,1,0,0,4,0,3,2,7,0,0,28.57,28.57,Away
2022-23,2023-01-28,"Vancouver, BC",UBC Okanagan Heat,UBC Thunderbirds,OKA,23.0,Imoudu Ibrahim,True,18,0.0,28.6,0.0,3,3,6,4,0,3,1,0,4,0,0,2,7,0,0,28.57,28.57,Away
2022-23,2023-01-28,"Vancouver, BC",UBC Okanagan Heat,UBC Thunderbirds,OKA,25.0,Elan Kimpton-Cuellar,False,13,0.0,50.0,0.0,1,4,5,3,1,0,0,0,4,0,1,2,4,0,0,50.0,50.0,Away
2022-23,2023-01-28,"Vancouver, BC",UBC Okanagan Heat,UBC Thunderbirds,OKA,13.0,Liban Yousef,False,20,33.3,33.3,0.0,0,1,1,2,0,3,0,0,3,1,3,1,3,0,0,50.0,50.0,Away
2022-23,2023-01-28,"Vancouver, BC",UBC Okanagan Heat,UBC Thunderbirds,OKA,8.0,Leon Schenker,False,12,0.0,50.0,0.0,0,4,4,0,1,2,0,1,2,0,0,1,2,0,2,34.72,50.0,Away
2022-23,2023-01-28,"Vancouver, BC",UBC Okanagan Heat,UBC Thunderbirds,OKA,24.0,Alex Christie,False,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2022-23,2023-01-28,"Vancouver, BC",UBC Okanagan Heat,UBC Thunderbirds,OKA,21.0,Keaton Souster,False,2,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0,0.0,Away
2022-23,2023-01-28,"Waterloo, ON",Waterloo Warriors,Algoma Thunderbirds,WAT,23.0,Cristian Craciun,True,28,0.0,53.8,33.3,1,2,3,1,1,1,2,1,15,0,2,7,13,1,3,52.37,53.85,Home
