Season,Date,Location,Team,Opponent,Jersey,PlayerName,StarterFlag,Mins,3PT_Pct,FG_Pct,FT_Pct,Reb_O,Reb_D,Reb_T,PF,AST,TO,BLK,STL,Pts,3PTM,3PTA,FGM,FGA,FTM,FTA,TS_Pct,eFG_Pct,HomeAway
2024-25,2025-01-16,"Montreal, QC",Bishop's Gaiters,UQAM Citadins,23.0,Carl Jacob,False,20,0.0,0.0,0.0,1,4,5,1,1,0,1,0,0,0,3,0,3,0,0,0.0,0.0,Away
2024-25,2025-01-16,"Montreal, QC",Bishop's Gaiters,UQAM Citadins,13.0,Ulrich Larochel,False,7,0.0,0.0,0.0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-16,"Montreal, QC",Bishop's Gaiters,UQAM Citadins,3.0,Zacharie Michaud,False,5,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0.0,0.0,Away
2024-25,2025-01-16,"Montreal, QC",UQAM Citadins,Bishop's Gaiters,3.0,Samuel Cayo,True,25,75.0,54.5,100.0,0,1,1,5,2,3,0,2,16,3,4,6,11,1,1,69.93,68.18,Home
2024-25,2025-01-16,"Montreal, QC",UQAM Citadins,Bishop's Gaiters,24.0,Yiacovahis Hilaire,True,25,33.3,37.5,57.1,0,1,1,4,1,3,0,0,12,2,6,3,8,4,7,54.15,50.0,Home
2024-25,2025-01-16,"Montreal, QC",UQAM Citadins,Bishop's Gaiters,2.0,McFadden Jean,False,28,0.0,37.5,71.4,0,1,1,2,2,0,0,0,11,0,2,3,8,5,7,49.64,37.5,Home
2024-25,2025-01-16,"Montreal, QC",UQAM Citadins,Bishop's Gaiters,0.0,Steeven Beljour-Diaz,True,26,0.0,30.0,50.0,3,0,3,3,2,4,0,3,7,0,1,3,10,1,2,32.17,30.0,Home
2024-25,2025-01-16,"Montreal, QC",UQAM Citadins,Bishop's Gaiters,1.0,Karl-Tommy Laforest,True,24,0.0,42.9,100.0,1,6,7,4,1,6,1,2,7,0,2,3,7,1,1,47.04,42.86,Home
2024-25,2025-01-16,"Montreal, QC",UQAM Citadins,Bishop's Gaiters,8.0,Cheick Dosso,True,16,0.0,50.0,50.0,4,6,10,4,0,1,0,2,5,0,0,2,4,1,2,51.23,50.0,Home
2024-25,2025-01-16,"Montreal, QC",UQAM Citadins,Bishop's Gaiters,11.0,Leo Verville,False,12,0.0,0.0,80.0,1,0,1,1,0,1,0,1,4,0,3,0,4,4,5,32.26,0.0,Home
2024-25,2025-01-16,"Montreal, QC",UQAM Citadins,Bishop's Gaiters,58.0,Malik Nana Abdul,False,14,0.0,100.0,0.0,1,2,3,5,0,1,0,0,2,0,0,1,1,0,2,53.19,100.0,Home
2024-25,2025-01-16,"Montreal, QC",UQAM Citadins,Bishop's Gaiters,7.0,Rodando Lamothe,False,18,0.0,20.0,0.0,0,3,3,3,1,1,0,0,2,0,2,1,5,0,0,20.0,20.0,Home
2024-25,2025-01-16,"Montreal, QC",UQAM Citadins,Bishop's Gaiters,15.0,David Williams,False,11,0.0,0.0,0.0,0,3,3,1,0,0,0,0,0,0,3,0,3,0,0,0.0,0.0,Home
2024-25,2025-01-16,"Prince George, BC",Victoria Vikes,UNBC Timberwolves,14.0,Renoldo Robinson,False,17,50.0,71.4,83.3,0,3,3,0,1,1,0,3,17,2,4,5,7,5,6,88.17,85.71,Away
2024-25,2025-01-16,"Prince George, BC",Victoria Vikes,UNBC Timberwolves,0.0,Samuel Maillet,True,16,100.0,83.3,50.0,1,3,4,1,3,0,0,0,15,4,4,5,6,1,2,109.01,116.67,Away
2024-25,2025-01-16,"Prince George, BC",Victoria Vikes,UNBC Timberwolves,7.0,Ethan Boag,True,20,28.6,50.0,100.0,0,6,6,1,2,1,0,1,13,2,7,5,10,1,1,62.26,60.0,Away
2024-25,2025-01-16,"Prince George, BC",Victoria Vikes,UNBC Timberwolves,2.0,Geoffrey James,True,22,50.0,57.1,100.0,0,1,1,1,3,1,0,2,12,2,4,4,7,2,2,76.14,71.43,Away
2024-25,2025-01-16,"Prince George, BC",Victoria Vikes,UNBC Timberwolves,17.0,Scott Morozov,False,20,0.0,66.7,33.3,0,2,2,5,0,1,0,0,9,0,1,4,6,1,3,61.48,66.67,Away
2024-25,2025-01-16,"Prince George, BC",Victoria Vikes,UNBC Timberwolves,16.0,Ryan Gallagher,True,28,0.0,50.0,0.0,1,5,6,0,1,0,0,1,8,0,1,4,8,0,0,50.0,50.0,Away
2024-25,2025-01-16,"Prince George, BC",Victoria Vikes,UNBC Timberwolves,8.0,Dylan Gage,False,23,0.0,40.0,100.0,0,3,3,0,3,1,1,0,6,0,2,2,5,2,2,51.02,40.0,Away
2024-25,2025-01-16,"Prince George, BC",Victoria Vikes,UNBC Timberwolves,1.0,Aaron Tesfagiorgis,False,25,25.0,28.6,0.0,0,2,2,1,2,0,0,0,5,1,4,2,7,0,0,35.71,35.71,Away
2024-25,2025-01-16,"Prince George, BC",Victoria Vikes,UNBC Timberwolves,9.0,Griffin Arnatt,True,15,50.0,25.0,0.0,1,2,3,4,0,0,0,1,3,1,2,1,4,0,0,37.5,37.5,Away
2024-25,2025-01-16,"Prince George, BC",Victoria Vikes,UNBC Timberwolves,12.0,Sergio Pereira,False,14,0.0,25.0,25.0,1,2,3,4,1,2,2,1,3,0,0,1,4,1,4,26.04,25.0,Away
2024-25,2025-01-16,"Prince George, BC",UNBC Timberwolves,Victoria Vikes,13.0,Evgeny Baukin,True,23,60.0,35.7,50.0,3,3,6,1,1,1,0,0,14,3,5,5,14,1,2,47.04,46.43,Home
2024-25,2025-01-16,"Prince George, BC",UNBC Timberwolves,Victoria Vikes,3.0,Chris Ainsley,True,22,50.0,80.0,0.0,1,3,4,2,1,4,0,0,9,1,2,4,5,0,0,90.0,90.0,Home
2024-25,2025-01-16,"Prince George, BC",UNBC Timberwolves,Victoria Vikes,14.0,Miller Davies,False,17,0.0,50.0,0.0,0,4,4,5,0,1,0,0,8,0,1,4,8,0,1,47.39,50.0,Home
2024-25,2025-01-16,"Prince George, BC",UNBC Timberwolves,Victoria Vikes,15.0,Wesley Ainu'u,True,23,0.0,27.3,33.3,1,3,4,2,2,0,3,0,7,0,0,3,11,1,3,28.41,27.27,Home
2024-25,2025-01-16,"Prince George, BC",UNBC Timberwolves,Victoria Vikes,10.0,Danilo Gonzalez,False,26,0.0,100.0,62.5,0,6,6,0,1,3,0,1,7,0,0,1,1,5,8,77.43,100.0,Home
2024-25,2025-01-16,"Prince George, BC",UNBC Timberwolves,Victoria Vikes,9.0,Cameron Lalli,False,12,0.0,60.0,0.0,3,0,3,1,0,1,0,0,6,0,0,3,5,0,0,60.0,60.0,Home
2024-25,2025-01-16,"Prince George, BC",UNBC Timberwolves,Victoria Vikes,1.0,Marcus Wilson,False,14,50.0,25.0,100.0,0,1,1,0,1,2,0,0,5,1,2,1,4,2,2,51.23,37.5,Home
2024-25,2025-01-16,"Prince George, BC",UNBC Timberwolves,Victoria Vikes,6.0,Milan Pasquale,True,24,0.0,20.0,0.0,1,2,3,2,3,0,0,0,2,0,3,1,5,0,0,20.0,20.0,Home
2024-25,2025-01-16,"Prince George, BC",UNBC Timberwolves,Victoria Vikes,5.0,Marcus Nickles,False,16,0.0,0.0,0.0,0,1,1,0,3,0,1,0,0,0,3,0,5,0,0,0.0,0.0,Home
2024-25,2025-01-16,"Prince George, BC",UNBC Timberwolves,Victoria Vikes,11.0,Ben White,True,23,0.0,0.0,0.0,0,2,2,2,1,4,0,0,0,0,1,0,3,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Brandon, MB",Mount Royal University Cougars,Brandon Bobcats,8.0,Sam Barnie,False,32,14.3,42.9,83.3,0,7,7,4,1,0,0,2,18,1,7,6,14,5,6,54.09,46.43,Away
2024-25,2025-01-17,"Brandon, MB",Mount Royal University Cougars,Brandon Bobcats,11.0,Dray Walburger,True,30,25.0,40.0,80.0,1,7,8,2,3,0,0,1,17,1,4,4,10,8,10,59.03,45.0,Away
2024-25,2025-01-17,"Brandon, MB",Mount Royal University Cougars,Brandon Bobcats,2.0,Keivonte Watts,True,30,0.0,29.4,60.0,3,7,10,1,5,5,0,2,13,0,3,5,17,3,5,33.85,29.41,Away
2024-25,2025-01-17,"Brandon, MB",Mount Royal University Cougars,Brandon Bobcats,1.0,Kole Scott,True,23,0.0,33.3,50.0,0,1,1,2,5,2,0,3,9,0,2,4,12,1,2,34.94,33.33,Away
2024-25,2025-01-17,"Brandon, MB",Mount Royal University Cougars,Brandon Bobcats,15.0,Jean-Nelson Pigoue,True,14,0.0,75.0,50.0,3,2,5,3,0,3,0,0,7,0,0,3,4,1,2,71.72,75.0,Away
2024-25,2025-01-17,"Brandon, MB",Mount Royal University Cougars,Brandon Bobcats,17.0,Duran (DJ) Roberts,False,6,100.0,50.0,0.0,0,1,1,1,1,0,0,0,5,1,1,2,4,0,0,62.5,62.5,Away
2024-25,2025-01-17,"Brandon, MB",Mount Royal University Cougars,Brandon Bobcats,4.0,Avnoor Bhullar,False,15,25.0,20.0,50.0,0,1,1,2,1,1,0,0,4,1,4,1,5,1,2,34.01,30.0,Away
2024-25,2025-01-17,"Brandon, MB",Mount Royal University Cougars,Brandon Bobcats,0.0,Kuach Gajak,True,30,0.0,25.0,0.0,3,8,11,3,3,2,1,2,2,0,1,1,4,0,0,25.0,25.0,Away
2024-25,2025-01-17,"Brandon, MB",Mount Royal University Cougars,Brandon Bobcats,10.0,Ijah Nelson,False,20,0.0,20.0,0.0,2,3,5,1,0,0,0,1,2,0,2,1,5,0,0,20.0,20.0,Away
2024-25,2025-01-17,"Brandon, MB",Brandon Bobcats,Mount Royal University Cougars,9.0,Sultan Haider Bhatti,True,38,40.0,33.3,66.7,1,14,15,2,4,5,0,0,20,4,10,6,18,4,6,48.45,44.44,Home
2024-25,2025-01-17,"Brandon, MB",Brandon Bobcats,Mount Royal University Cougars,12.0,Jack McDonald,True,22,75.0,85.7,66.7,0,5,5,3,3,1,0,1,17,3,4,6,7,2,3,102.16,107.14,Home
2024-25,2025-01-17,"Brandon, MB",Brandon Bobcats,Mount Royal University Cougars,5.0,Dewayne Thompson,True,32,16.7,25.0,100.0,0,5,5,2,4,3,0,1,9,1,6,3,12,2,2,34.94,29.17,Home
2024-25,2025-01-17,"Brandon, MB",Brandon Bobcats,Mount Royal University Cougars,7.0,Jakarri Lindsey,False,11,66.7,60.0,0.0,0,3,3,2,0,1,0,0,8,2,3,3,5,0,0,80.0,80.0,Home
2024-25,2025-01-17,"Brandon, MB",Brandon Bobcats,Mount Royal University Cougars,8.0,Darko Karac,False,16,0.0,40.0,100.0,1,0,1,0,2,3,0,0,7,0,2,2,5,3,3,55.38,40.0,Home
2024-25,2025-01-17,"Brandon, MB",Brandon Bobcats,Mount Royal University Cougars,1.0,Travis Hamberger,True,33,0.0,12.5,40.0,1,2,3,5,5,3,0,2,4,0,5,1,8,2,5,19.61,12.5,Home
2024-25,2025-01-17,"Brandon, MB",Brandon Bobcats,Mount Royal University Cougars,3.0,Nathan Saldo,False,9,0.0,66.7,0.0,1,1,2,1,0,0,0,0,4,0,0,2,3,0,0,66.67,66.67,Home
2024-25,2025-01-17,"Brandon, MB",Brandon Bobcats,Mount Royal University Cougars,15.0,Blake Magnusson,False,15,25.0,25.0,0.0,0,4,4,1,0,0,0,1,3,1,4,1,4,0,0,37.5,37.5,Home
2024-25,2025-01-17,"Brandon, MB",Brandon Bobcats,Mount Royal University Cougars,2.0,Youri Cange,True,24,0.0,0.0,0.0,0,4,4,4,2,1,0,1,0,0,1,0,4,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Calgary, AB",Manitoba Bisons,Calgary Dinos,9.0,Daren Watts,True,39,33.3,50.0,100.0,6,5,11,1,0,2,1,1,28,3,9,10,20,5,5,63.06,57.5,Away
2024-25,2025-01-17,"Calgary, AB",Manitoba Bisons,Calgary Dinos,1.0,Mason Kraus,True,37,45.5,36.8,37.5,1,3,4,5,5,6,2,5,22,5,11,7,19,3,8,48.85,50.0,Away
2024-25,2025-01-17,"Calgary, AB",Manitoba Bisons,Calgary Dinos,5.0,Brandt Lenz,True,32,20.0,38.5,0.0,0,4,4,4,1,2,0,2,11,1,5,5,13,0,0,42.31,42.31,Away
2024-25,2025-01-17,"Calgary, AB",Manitoba Bisons,Calgary Dinos,7.0,Tito Obasoto,False,18,33.3,40.0,100.0,1,2,3,4,2,1,0,1,11,1,3,4,10,2,2,50.55,45.0,Away
2024-25,2025-01-17,"Calgary, AB",Manitoba Bisons,Calgary Dinos,21.0,Andre Gray II,False,8,0.0,33.3,0.0,0,1,1,1,0,0,0,1,2,0,0,1,3,0,0,33.33,33.33,Away
2024-25,2025-01-17,"Calgary, AB",Manitoba Bisons,Calgary Dinos,10.0,Samuel Jensen,False,4,0.0,100.0,0.0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,100.0,100.0,Away
2024-25,2025-01-17,"Calgary, AB",Manitoba Bisons,Calgary Dinos,11.0,Cieran O'Hara,True,30,0.0,100.0,0.0,5,7,12,3,1,1,3,0,2,0,0,1,1,0,2,53.19,100.0,Away
2024-25,2025-01-17,"Calgary, AB",Manitoba Bisons,Calgary Dinos,14.0,Manyang Tong,True,17,0.0,33.3,0.0,0,2,2,3,0,2,0,1,2,0,2,1,3,0,0,33.33,33.33,Away
2024-25,2025-01-17,"Calgary, AB",Manitoba Bisons,Calgary Dinos,12.0,Taven Vigilance,False,13,0.0,100.0,0.0,0,2,2,0,0,0,0,0,2,0,0,1,1,0,0,100.0,100.0,Away
2024-25,2025-01-17,"Calgary, AB",Manitoba Bisons,Calgary Dinos,8.0,Barac Thon,False,2,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-17,"Calgary, AB",Calgary Dinos,Manitoba Bisons,8.0,Noah Wharton,True,38,50.0,53.8,50.0,1,4,5,2,1,2,0,3,20,4,8,7,13,2,4,67.75,69.23,Home
2024-25,2025-01-17,"Calgary, AB",Calgary Dinos,Manitoba Bisons,1.0,Nathan Petrone,True,36,16.7,38.5,100.0,0,3,3,1,1,4,0,0,19,1,6,5,13,8,8,57.51,42.31,Home
2024-25,2025-01-17,"Calgary, AB",Calgary Dinos,Manitoba Bisons,15.0,Aidan Smith,True,28,33.3,33.3,100.0,0,2,2,1,0,1,0,0,18,3,9,4,12,7,7,59.68,45.83,Home
2024-25,2025-01-17,"Calgary, AB",Calgary Dinos,Manitoba Bisons,22.0,Declan Peterson,True,16,0.0,50.0,33.3,3,4,7,4,0,1,2,1,5,0,0,2,4,1,3,46.99,50.0,Home
2024-25,2025-01-17,"Calgary, AB",Calgary Dinos,Manitoba Bisons,12.0,Martynas Sabaliauskas,False,14,0.0,28.6,50.0,2,2,4,0,0,1,0,0,5,0,2,2,7,1,2,31.73,28.57,Home
2024-25,2025-01-17,"Calgary, AB",Calgary Dinos,Manitoba Bisons,10.0,Daniels Baumanis,False,12,0.0,0.0,66.7,0,1,1,0,1,1,1,2,2,0,4,0,5,2,3,15.82,0.0,Home
2024-25,2025-01-17,"Calgary, AB",Calgary Dinos,Manitoba Bisons,11.0,Dylan Lutes,True,31,0.0,50.0,0.0,3,2,5,2,3,2,0,2,2,0,1,1,2,0,0,50.0,50.0,Home
2024-25,2025-01-17,"Calgary, AB",Calgary Dinos,Manitoba Bisons,21.0,Spencer Roberts,False,5,0.0,100.0,0.0,1,2,3,2,0,0,0,0,2,0,0,1,1,0,0,100.0,100.0,Home
2024-25,2025-01-17,"Calgary, AB",Calgary Dinos,Manitoba Bisons,3.0,Alan Spoonhunter,False,6,0.0,50.0,0.0,0,0,0,1,0,0,0,0,2,0,1,1,2,0,0,50.0,50.0,Home
2024-25,2025-01-17,"Calgary, AB",Calgary Dinos,Manitoba Bisons,6.0,Javier Ramos-Yzquierdo,False,14,0.0,0.0,0.0,1,4,5,4,4,5,1,1,0,0,0,0,3,0,2,0.0,0.0,Home
2024-25,2025-01-17,"Edmonton, AB",Lethbridge Pronghorns,MacEwan Griffins,0.0,Angelo Mbituyimana,True,30,60.0,53.8,85.7,2,11,13,2,4,4,1,3,23,3,5,7,13,6,7,71.52,65.38,Away
2024-25,2025-01-17,"Edmonton, AB",Lethbridge Pronghorns,MacEwan Griffins,8.0,Jack-Henry Fox-Grey,True,28,100.0,83.3,50.0,0,2,2,3,0,4,0,0,22,1,1,10,12,1,2,85.4,87.5,Away
2024-25,2025-01-17,"Edmonton, AB",Lethbridge Pronghorns,MacEwan Griffins,3.0,Kymani Pollard,False,23,50.0,57.1,100.0,0,3,3,4,4,1,0,2,11,1,2,4,7,2,2,69.8,64.29,Away
2024-25,2025-01-17,"Edmonton, AB",Lethbridge Pronghorns,MacEwan Griffins,22.0,Karter Fry,True,28,33.3,50.0,75.0,3,0,3,2,1,1,0,0,10,1,3,3,6,3,4,64.43,58.33,Away
2024-25,2025-01-17,"Edmonton, AB",Lethbridge Pronghorns,MacEwan Griffins,10.0,Shae Gibb,True,27,25.0,30.8,0.0,3,0,3,1,2,1,0,1,9,1,4,4,13,0,0,34.62,34.62,Away
2024-25,2025-01-17,"Edmonton, AB",Lethbridge Pronghorns,MacEwan Griffins,9.0,Bryce Solis,False,14,66.7,66.7,0.0,0,1,1,2,2,1,0,2,6,2,3,2,3,0,0,100.0,100.0,Away
2024-25,2025-01-17,"Edmonton, AB",Lethbridge Pronghorns,MacEwan Griffins,23.0,Lu Dalil,False,17,0.0,66.7,0.0,1,1,2,2,1,4,0,1,4,0,0,2,3,0,0,66.67,66.67,Away
2024-25,2025-01-17,"Edmonton, AB",Lethbridge Pronghorns,MacEwan Griffins,4.0,Avery Hutcheson,False,8,0.0,25.0,100.0,0,2,2,0,0,0,0,1,3,0,2,1,4,1,1,33.78,25.0,Away
2024-25,2025-01-17,"Edmonton, AB",Lethbridge Pronghorns,MacEwan Griffins,33.0,Sebastian Perez,True,12,0.0,33.3,0.0,2,1,3,3,1,0,0,1,2,0,0,1,3,0,0,33.33,33.33,Away
2024-25,2025-01-17,"Edmonton, AB",Lethbridge Pronghorns,MacEwan Griffins,1.0,Brady Baines,False,11,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,3,0,3,0,0,0.0,0.0,Away
2024-25,2025-01-17,"Edmonton, AB",Lethbridge Pronghorns,MacEwan Griffins,5.0,Kevin Ibula,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,Away
2024-25,2025-01-17,"Edmonton, AB",MacEwan Griffins,Lethbridge Pronghorns,12.0,Job Janda,True,37,50.0,50.0,100.0,2,6,8,3,0,4,0,1,20,1,2,6,12,7,7,66.31,54.17,Home
2024-25,2025-01-17,"Edmonton, AB",MacEwan Griffins,Lethbridge Pronghorns,3.0,Joel Seke,True,30,33.3,54.5,100.0,3,3,6,2,3,2,1,2,17,1,3,6,11,4,4,66.61,59.09,Home
2024-25,2025-01-17,"Edmonton, AB",MacEwan Griffins,Lethbridge Pronghorns,10.0,Hugo Alonso,False,24,50.0,57.1,100.0,1,2,3,1,1,5,0,0,13,1,2,4,7,4,4,74.2,64.29,Home
2024-25,2025-01-17,"Edmonton, AB",MacEwan Griffins,Lethbridge Pronghorns,5.0,Diego Presingular,True,38,33.3,27.3,80.0,1,3,4,1,3,4,0,1,11,1,3,3,11,4,5,41.67,31.82,Home
2024-25,2025-01-17,"Edmonton, AB",MacEwan Griffins,Lethbridge Pronghorns,13.0,Milan Jaksic,True,29,33.3,33.3,0.0,1,2,3,5,0,0,1,2,9,1,3,4,12,0,0,37.5,37.5,Home
2024-25,2025-01-17,"Edmonton, AB",MacEwan Griffins,Lethbridge Pronghorns,15.0,Damilola Osuma,True,21,0.0,33.3,0.0,5,5,10,2,0,1,1,2,6,0,0,3,9,0,0,33.33,33.33,Home
2024-25,2025-01-17,"Edmonton, AB",MacEwan Griffins,Lethbridge Pronghorns,14.0,Joesef Gopie,False,6,0.0,66.7,0.0,2,0,2,1,0,0,0,0,4,0,0,2,3,0,0,66.67,66.67,Home
2024-25,2025-01-17,"Edmonton, AB",MacEwan Griffins,Lethbridge Pronghorns,0.0,Dele Osuma,False,10,33.3,25.0,0.0,0,0,0,2,0,2,0,1,3,1,3,1,4,0,0,37.5,37.5,Home
2024-25,2025-01-17,"Edmonton, AB",MacEwan Griffins,Lethbridge Pronghorns,7.0,Judson Weir,False,4,0.0,0.0,100.0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,113.64,0.0,Home
2024-25,2025-01-17,"Edmonton, AB",MacEwan Griffins,Lethbridge Pronghorns,19.0,Mawien Mondyhar,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Edmonton, AB",UBC Okanagan Heat,Alberta Golden Bears,10.0,Jalen Shirley,True,34,80.0,45.5,75.0,2,3,5,2,4,2,0,1,17,4,5,5,11,3,4,66.61,63.64,Away
2024-25,2025-01-17,"Edmonton, AB",UBC Okanagan Heat,Alberta Golden Bears,11.0,Jeffrey Tezo,True,31,33.3,45.5,100.0,1,3,4,2,3,3,0,0,13,1,3,5,11,2,2,54.71,50.0,Away
2024-25,2025-01-17,"Edmonton, AB",UBC Okanagan Heat,Alberta Golden Bears,12.0,Lamine Conde,False,26,57.1,44.4,0.0,0,7,7,2,0,2,2,0,12,4,7,4,9,0,0,66.67,66.67,Away
2024-25,2025-01-17,"Edmonton, AB",UBC Okanagan Heat,Alberta Golden Bears,13.0,Leon Schenker,True,20,50.0,62.5,0.0,2,2,4,0,0,0,0,1,12,2,4,5,8,0,0,75.0,75.0,Away
2024-25,2025-01-17,"Edmonton, AB",UBC Okanagan Heat,Alberta Golden Bears,22.0,Jas Dhudwal,True,23,0.0,42.9,0.0,3,2,5,3,0,3,2,1,6,0,0,3,7,0,0,42.86,42.86,Away
2024-25,2025-01-17,"Edmonton, AB",UBC Okanagan Heat,Alberta Golden Bears,14.0,Gavin Ashworth,True,26,14.3,22.2,0.0,0,1,1,4,0,0,0,0,5,1,7,2,9,0,0,27.78,27.78,Away
2024-25,2025-01-17,"Edmonton, AB",UBC Okanagan Heat,Alberta Golden Bears,4.0,Derek (DJ) Frye,False,16,0.0,12.5,0.0,2,1,3,0,2,0,0,0,2,0,0,1,8,0,0,12.5,12.5,Away
2024-25,2025-01-17,"Edmonton, AB",UBC Okanagan Heat,Alberta Golden Bears,21.0,David Usuomon,False,4,0.0,0.0,100.0,0,1,1,1,0,0,0,0,2,0,0,0,1,2,2,53.19,0.0,Away
2024-25,2025-01-17,"Edmonton, AB",UBC Okanagan Heat,Alberta Golden Bears,24.0,Imoudu Ibrahim,False,13,0.0,0.0,0.0,3,2,5,1,1,0,0,1,0,0,0,0,3,0,0,0.0,0.0,Away
2024-25,2025-01-17,"Edmonton, AB",UBC Okanagan Heat,Alberta Golden Bears,3.0,Isaak Moore,False,7,0.0,0.0,0.0,1,0,1,1,0,3,0,2,0,0,0,0,1,0,0,0.0,0.0,Away
2024-25,2025-01-17,"Edmonton, AB",Alberta Golden Bears,UBC Okanagan Heat,3.0,Isaac Simon,True,31,55.6,47.8,100.0,1,6,7,1,0,4,0,0,30,5,9,11,23,3,3,61.68,58.7,Home
2024-25,2025-01-17,"Edmonton, AB",Alberta Golden Bears,UBC Okanagan Heat,11.0,Kyle Varner,True,18,50.0,50.0,0.0,1,4,5,4,2,3,0,0,8,2,4,3,6,0,0,66.67,66.67,Home
2024-25,2025-01-17,"Edmonton, AB",Alberta Golden Bears,UBC Okanagan Heat,12.0,Ethan Egert,True,20,0.0,50.0,0.0,0,6,6,1,0,1,0,1,6,0,1,3,6,0,0,50.0,50.0,Home
2024-25,2025-01-17,"Edmonton, AB",Alberta Golden Bears,UBC Okanagan Heat,14.0,Max Russell,False,18,33.3,50.0,0.0,2,1,3,1,2,1,0,1,5,1,3,2,4,0,0,62.5,62.5,Home
2024-25,2025-01-17,"Edmonton, AB",Alberta Golden Bears,UBC Okanagan Heat,2.0,Nash Semeniuk,False,15,33.3,33.3,0.0,1,0,1,0,4,1,0,0,5,1,3,2,6,0,0,41.67,41.67,Home
2024-25,2025-01-17,"Edmonton, AB",Alberta Golden Bears,UBC Okanagan Heat,10.0,Nate Waldron,False,13,0.0,66.7,50.0,1,0,1,2,1,1,0,0,5,0,0,2,3,1,2,64.43,66.67,Home
2024-25,2025-01-17,"Edmonton, AB",Alberta Golden Bears,UBC Okanagan Heat,13.0,Caiden Kushnir,False,22,0.0,25.0,0.0,5,4,9,2,0,2,3,1,4,0,0,2,8,0,0,25.0,25.0,Home
2024-25,2025-01-17,"Edmonton, AB",Alberta Golden Bears,UBC Okanagan Heat,1.0,Logan Powell,True,28,25.0,20.0,0.0,0,3,3,1,5,1,0,1,3,1,4,1,5,0,0,30.0,30.0,Home
2024-25,2025-01-17,"Edmonton, AB",Alberta Golden Bears,UBC Okanagan Heat,5.0,Fahad Yusuf,True,32,0.0,25.0,0.0,0,3,3,1,2,1,0,0,2,0,1,1,4,0,0,25.0,25.0,Home
2024-25,2025-01-17,"Edmonton, AB",Alberta Golden Bears,UBC Okanagan Heat,15.0,Carson Fisher,False,3,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Fredericton, NB",UNB Reds,Saint Mary's Huskies,1.0,Marcus Barnes,True,33,28.6,41.2,62.5,0,5,5,3,2,0,0,2,21,2,7,7,17,5,8,51.17,47.06,Home
2024-25,2025-01-17,"Fredericton, NB",UNB Reds,Saint Mary's Huskies,15.0,Conner Landell,True,23,0.0,60.0,33.3,5,5,10,4,0,2,4,0,14,0,0,6,10,2,6,55.38,60.0,Home
2024-25,2025-01-17,"Fredericton, NB",UNB Reds,Saint Mary's Huskies,14.0,Mark Tobin,True,33,50.0,33.3,75.0,0,2,2,1,1,1,0,0,14,3,6,4,12,3,4,50.87,45.83,Home
2024-25,2025-01-17,"Fredericton, NB",UNB Reds,Saint Mary's Huskies,2.0,Eden Otshudi,True,25,28.6,27.3,0.0,1,1,2,0,2,3,0,0,8,2,7,3,11,0,0,36.36,36.36,Home
2024-25,2025-01-17,"Fredericton, NB",UNB Reds,Saint Mary's Huskies,13.0,Matthias Muscroft,False,26,16.7,12.5,0.0,3,2,5,0,3,5,0,1,3,1,6,1,8,0,0,18.75,18.75,Home
2024-25,2025-01-17,"Fredericton, NB",UNB Reds,Saint Mary's Huskies,12.0,Tim Ellison,False,3,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Fredericton, NB",UNB Reds,Saint Mary's Huskies,3.0,Brandon Laryea,True,36,0.0,0.0,0.0,4,10,14,2,5,3,0,2,0,0,1,0,6,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Fredericton, NB",UNB Reds,Saint Mary's Huskies,24.0,Javordo Mitchell,False,14,0.0,0.0,0.0,4,3,7,2,0,1,4,2,0,0,0,0,4,0,4,0.0,0.0,Home
2024-25,2025-01-17,"Fredericton, NB",UNB Reds,Saint Mary's Huskies,8.0,Anthony Sears,False,4,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Fredericton, NB",UNB Reds,Saint Mary's Huskies,5.0,Reese Zorogole,False,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Fredericton, NB",Saint Mary's Huskies,UNB Reds,4.0,Jasha'jaun Downey,True,33,28.6,29.4,87.5,1,3,4,2,1,2,2,1,19,2,7,5,17,7,8,46.3,35.29,Away
