Season,Date,Location,Team,Opponent,Jersey,PlayerName,StarterFlag,Mins,3PT_Pct,FG_Pct,FT_Pct,Reb_O,Reb_D,Reb_T,PF,AST,TO,BLK,STL,Pts,3PTM,3PTA,FGM,FGA,FTM,FTA,TS_Pct,eFG_Pct,HomeAway
2024-25,2025-01-17,"Fredericton, NB",Saint Mary's Huskies,UNB Reds,32.0,Eliel Nsoseme,True,31,0.0,26.7,100.0,7,6,13,3,2,1,5,1,10,0,0,4,15,2,2,31.49,26.67,Away
2024-25,2025-01-17,"Fredericton, NB",Saint Mary's Huskies,UNB Reds,7.0,Marc-Denault Gabriel,True,25,33.3,50.0,0.0,1,5,6,2,0,8,0,2,9,1,3,4,8,0,6,42.29,56.25,Away
2024-25,2025-01-17,"Fredericton, NB",Saint Mary's Huskies,UNB Reds,3.0,Jayrell Diggs,True,32,22.2,21.4,0.0,0,4,4,2,6,1,0,1,8,2,9,3,14,0,0,28.57,28.57,Away
2024-25,2025-01-17,"Fredericton, NB",Saint Mary's Huskies,UNB Reds,33.0,Tjark Lademacher,True,35,66.7,66.7,0.0,0,4,4,3,3,2,0,2,6,2,3,2,3,0,0,100.0,100.0,Away
2024-25,2025-01-17,"Fredericton, NB",Saint Mary's Huskies,UNB Reds,2.0,Jonah Crowther,False,24,0.0,50.0,100.0,0,6,6,2,1,0,1,0,4,0,1,1,2,2,2,69.44,50.0,Away
2024-25,2025-01-17,"Fredericton, NB",Saint Mary's Huskies,UNB Reds,10.0,Jackson Enyinna,False,9,0.0,33.3,0.0,1,4,5,2,1,1,0,0,2,0,0,1,3,0,0,33.33,33.33,Away
2024-25,2025-01-17,"Fredericton, NB",Saint Mary's Huskies,UNB Reds,5.0,Devawn White,False,11,0.0,0.0,0.0,0,1,1,2,0,1,0,0,0,0,1,0,3,0,0,0.0,0.0,Away
2024-25,2025-01-17,"London, ON",Western Mustangs,Guelph Gryphons,5.0,Noah Otshudi,True,28,66.7,57.9,100.0,0,2,2,1,5,1,0,1,33,4,6,11,19,7,7,74.73,68.42,Home
2024-25,2025-01-17,"London, ON",Western Mustangs,Guelph Gryphons,15.0,Lucas Sheets,True,22,50.0,66.7,66.7,0,5,5,2,1,1,2,0,12,2,4,4,6,2,3,81.97,83.33,Home
2024-25,2025-01-17,"London, ON",Western Mustangs,Guelph Gryphons,11.0,Hunter Thompson,True,21,0.0,75.0,0.0,1,4,5,2,0,0,0,0,12,0,0,6,8,0,0,75.0,75.0,Home
2024-25,2025-01-17,"London, ON",Western Mustangs,Guelph Gryphons,33.0,Tye Cotie,False,10,0.0,80.0,33.3,2,3,5,4,0,0,0,0,9,0,0,4,5,1,3,71.2,80.0,Home
2024-25,2025-01-17,"London, ON",Western Mustangs,Guelph Gryphons,1.0,Mikyle Malabuyoc,True,29,50.0,44.4,0.0,0,2,2,1,4,0,0,2,9,1,2,4,9,0,0,50.0,50.0,Home
2024-25,2025-01-17,"London, ON",Western Mustangs,Guelph Gryphons,0.0,Matteo Zagar,True,23,0.0,50.0,100.0,0,3,3,3,2,2,0,2,7,0,1,3,6,1,1,54.35,50.0,Home
2024-25,2025-01-17,"London, ON",Western Mustangs,Guelph Gryphons,3.0,Imran Armstrong,False,20,0.0,40.0,100.0,0,1,1,1,10,1,0,1,6,0,1,2,5,2,2,51.02,40.0,Home
2024-25,2025-01-17,"London, ON",Western Mustangs,Guelph Gryphons,14.0,Troy Nekkers,False,20,0.0,60.0,0.0,1,3,4,0,3,1,0,0,6,0,1,3,5,0,0,60.0,60.0,Home
2024-25,2025-01-17,"London, ON",Western Mustangs,Guelph Gryphons,10.0,Adedola Adeniyi,False,7,0.0,50.0,0.0,2,1,3,0,0,0,0,0,4,0,0,2,4,0,0,50.0,50.0,Home
2024-25,2025-01-17,"London, ON",Western Mustangs,Guelph Gryphons,21.0,George Horn,False,14,0.0,50.0,50.0,0,1,1,4,1,0,0,0,3,0,0,1,2,1,2,52.08,50.0,Home
2024-25,2025-01-17,"London, ON",Western Mustangs,Guelph Gryphons,7.0,Kennedy Charles,False,3,0.0,100.0,0.0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,100.0,100.0,Home
2024-25,2025-01-17,"London, ON",Western Mustangs,Guelph Gryphons,4.0,Raequon Pryce,False,3,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-17,"London, ON",Guelph Gryphons,Western Mustangs,42.0,Eric Armstrong,True,20,100.0,71.4,88.9,2,5,7,1,1,1,0,0,20,2,2,5,7,8,9,91.24,85.71,Away
2024-25,2025-01-17,"London, ON",Guelph Gryphons,Western Mustangs,12.0,Isaiah Odle-Clarke,True,25,66.7,62.5,0.0,2,6,8,3,2,1,0,0,12,2,3,5,8,0,0,75.0,75.0,Away
2024-25,2025-01-17,"London, ON",Guelph Gryphons,Western Mustangs,4.0,Bennett Cotton,False,23,50.0,71.4,0.0,1,4,5,2,0,1,1,0,11,1,2,5,7,0,0,78.57,78.57,Away
2024-25,2025-01-17,"London, ON",Guelph Gryphons,Western Mustangs,31.0,Emmanuel Black,True,16,0.0,50.0,50.0,0,0,0,1,0,0,0,0,8,0,0,3,6,2,4,51.55,50.0,Away
2024-25,2025-01-17,"London, ON",Guelph Gryphons,Western Mustangs,6.0,Amare Hamilton,True,17,14.3,27.3,0.0,0,0,0,2,2,0,0,1,7,1,7,3,11,0,0,31.82,31.82,Away
2024-25,2025-01-17,"London, ON",Guelph Gryphons,Western Mustangs,13.0,Dylan Koffi,False,15,0.0,33.3,0.0,2,1,3,0,1,0,0,0,4,0,2,2,6,0,0,33.33,33.33,Away
2024-25,2025-01-17,"London, ON",Guelph Gryphons,Western Mustangs,11.0,Jack Tunstill,True,18,0.0,40.0,0.0,1,2,3,4,2,1,2,0,4,0,3,2,5,0,0,40.0,40.0,Away
2024-25,2025-01-17,"London, ON",Guelph Gryphons,Western Mustangs,22.0,Adrian Morra,False,19,0.0,25.0,25.0,1,0,1,2,2,5,0,0,3,0,1,1,4,1,4,26.04,25.0,Away
2024-25,2025-01-17,"London, ON",Guelph Gryphons,Western Mustangs,21.0,Raef Wykes,False,18,20.0,16.7,0.0,1,1,2,0,0,0,0,0,3,1,5,1,6,0,0,25.0,25.0,Away
2024-25,2025-01-17,"London, ON",Guelph Gryphons,Western Mustangs,0.0,Ismail Hassan,False,11,0.0,0.0,100.0,1,1,2,0,0,0,0,0,2,0,2,0,3,2,2,25.77,0.0,Away
2024-25,2025-01-17,"London, ON",Guelph Gryphons,Western Mustangs,32.0,Shomari Hill,False,8,0.0,0.0,0.0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-17,"London, ON",Guelph Gryphons,Western Mustangs,10.0,Shekhar Rana,False,10,0.0,0.0,0.0,0,1,1,1,1,2,1,0,0,0,1,0,1,0,0,0.0,0.0,Away
2024-25,2025-01-17,"North Bay, ON",Carleton Ravens,Nipissing Lakers,11.0,Xavier Spencer,True,29,50.0,54.5,100.0,1,5,6,3,2,1,0,1,25,3,6,6,11,10,10,81.17,68.18,Away
2024-25,2025-01-17,"North Bay, ON",Carleton Ravens,Nipissing Lakers,6.0,Aubrey Dorey-Havens,True,37,28.6,41.2,83.3,1,4,5,3,6,2,0,0,21,2,7,7,17,5,6,53.46,47.06,Away
2024-25,2025-01-17,"North Bay, ON",Carleton Ravens,Nipissing Lakers,10.0,Daniel Smith,True,21,50.0,40.0,80.0,2,6,8,3,0,0,0,1,15,3,6,4,10,4,5,61.48,55.0,Away
2024-25,2025-01-17,"North Bay, ON",Carleton Ravens,Nipissing Lakers,15.0,Emanuel Milon,True,25,0.0,50.0,50.0,6,3,9,4,1,1,0,0,9,0,1,4,8,1,2,50.68,50.0,Away
2024-25,2025-01-17,"North Bay, ON",Carleton Ravens,Nipissing Lakers,5.0,Domac Domac,False,20,100.0,66.7,0.0,1,3,4,1,1,1,0,0,6,2,2,2,3,0,0,100.0,100.0,Away
2024-25,2025-01-17,"North Bay, ON",Carleton Ravens,Nipissing Lakers,23.0,Nelson Cilien,True,27,0.0,33.3,0.0,0,3,3,3,1,2,0,0,4,0,2,2,6,0,0,33.33,33.33,Away
2024-25,2025-01-17,"North Bay, ON",Carleton Ravens,Nipissing Lakers,3.0,Marjok Okado,False,11,0.0,16.7,0.0,0,0,0,1,1,0,0,0,2,0,4,1,6,0,0,16.67,16.67,Away
2024-25,2025-01-17,"North Bay, ON",Carleton Ravens,Nipissing Lakers,22.0,Jordan Horobetz-Simpson,False,10,0.0,0.0,0.0,1,1,2,3,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-17,"North Bay, ON",Carleton Ravens,Nipissing Lakers,21.0,Noah Horobetz-Simpson,False,7,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,Away
2024-25,2025-01-17,"North Bay, ON",Carleton Ravens,Nipissing Lakers,8.0,Jacob Knight,False,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-17,"North Bay, ON",Carleton Ravens,Nipissing Lakers,7.0,A.J. Osman,False,8,0.0,0.0,0.0,0,1,1,1,2,1,0,1,0,0,1,0,3,0,0,0.0,0.0,Away
2024-25,2025-01-17,"North Bay, ON",Nipissing Lakers,Carleton Ravens,22.0,Darnaz Mabanza,True,36,28.6,41.2,80.0,0,4,4,1,6,3,0,0,20,2,7,7,17,4,5,52.08,47.06,Home
2024-25,2025-01-17,"North Bay, ON",Nipissing Lakers,Carleton Ravens,7.0,Alex Blackmore,True,37,50.0,55.6,71.4,1,8,9,4,2,0,1,0,18,3,6,5,9,5,7,74.5,72.22,Home
2024-25,2025-01-17,"North Bay, ON",Nipissing Lakers,Carleton Ravens,21.0,Alvin Icyogere,True,27,50.0,55.6,100.0,0,3,3,2,0,3,0,0,15,2,4,5,9,3,3,72.67,66.67,Home
2024-25,2025-01-17,"North Bay, ON",Nipissing Lakers,Carleton Ravens,6.0,Jean Rene Brutus Escalona,True,26,0.0,33.3,75.0,1,1,2,5,1,2,2,0,9,0,3,3,9,3,4,41.82,33.33,Home
2024-25,2025-01-17,"North Bay, ON",Nipissing Lakers,Carleton Ravens,23.0,Douglas Owusu Ansah,False,18,0.0,100.0,50.0,1,5,6,1,1,0,0,0,6,0,0,2,2,2,4,79.79,100.0,Home
2024-25,2025-01-17,"North Bay, ON",Nipissing Lakers,Carleton Ravens,2.0,Nathan Courie,False,7,100.0,100.0,0.0,0,0,0,0,0,1,0,0,3,1,1,1,1,0,0,150.0,150.0,Home
2024-25,2025-01-17,"North Bay, ON",Nipissing Lakers,Carleton Ravens,9.0,Owen Hagerty,False,13,0.0,100.0,50.0,1,0,1,3,0,1,0,0,3,0,0,1,1,1,2,79.79,100.0,Home
2024-25,2025-01-17,"North Bay, ON",Nipissing Lakers,Carleton Ravens,3.0,Ricardo Neves,True,28,0.0,0.0,75.0,1,2,3,3,2,2,0,1,3,0,4,0,5,3,4,22.19,0.0,Home
2024-25,2025-01-17,"North Bay, ON",Nipissing Lakers,Carleton Ravens,10.0,Jack Hagerty,False,9,0.0,0.0,0.0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-17,"St. Catharines, ON",Brock Badgers,McMaster Marauders,3.0,Davante Hackett,False,29,50.0,61.5,0.0,3,7,10,3,1,3,1,1,18,2,4,8,13,0,2,64.84,69.23,Home
2024-25,2025-01-17,"St. Catharines, ON",Brock Badgers,McMaster Marauders,10.0,Thierry Tshibola,True,24,60.0,45.5,50.0,3,3,6,2,4,2,0,1,14,3,5,5,11,1,2,58.92,59.09,Home
2024-25,2025-01-17,"St. Catharines, ON",Brock Badgers,McMaster Marauders,20.0,Michael Matas,False,22,0.0,50.0,75.0,1,0,1,3,0,0,1,1,13,0,3,5,10,3,4,55.27,50.0,Home
2024-25,2025-01-17,"St. Catharines, ON",Brock Badgers,McMaster Marauders,1.0,Jalen Edwards,False,16,100.0,60.0,0.0,0,3,3,1,1,3,1,2,8,2,2,3,5,0,0,80.0,80.0,Home
2024-25,2025-01-17,"St. Catharines, ON",Brock Badgers,McMaster Marauders,0.0,Anthony Heyes,True,9,33.3,50.0,0.0,0,0,0,3,1,0,0,0,5,1,3,2,4,0,0,62.5,62.5,Home
2024-25,2025-01-17,"St. Catharines, ON",Brock Badgers,McMaster Marauders,21.0,Nils Gesmann,True,16,0.0,14.3,100.0,3,4,7,2,0,0,0,0,4,0,0,1,7,2,2,25.38,14.29,Home
2024-25,2025-01-17,"St. Catharines, ON",Brock Badgers,McMaster Marauders,8.0,Nemanja Sarkanovic,False,13,0.0,20.0,100.0,0,2,2,0,2,0,0,1,4,0,1,1,5,2,2,34.01,20.0,Home
2024-25,2025-01-17,"St. Catharines, ON",Brock Badgers,McMaster Marauders,12.0,Xavier Fearon,False,15,100.0,33.3,0.0,0,0,0,1,0,3,0,0,3,1,1,1,3,0,0,50.0,50.0,Home
2024-25,2025-01-17,"St. Catharines, ON",Brock Badgers,McMaster Marauders,22.0,Ben Herbert,False,29,25.0,16.7,0.0,1,5,6,1,3,0,0,1,3,1,4,1,6,0,2,21.8,25.0,Home
2024-25,2025-01-17,"St. Catharines, ON",Brock Badgers,McMaster Marauders,23.0,Michael Okeke,True,12,0.0,50.0,0.0,1,2,3,2,2,0,0,1,2,0,1,1,2,0,0,50.0,50.0,Home
2024-25,2025-01-17,"St. Catharines, ON",Brock Badgers,McMaster Marauders,11.0,Nathan Charles,True,11,0.0,0.0,0.0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-17,"St. Catharines, ON",Brock Badgers,McMaster Marauders,25.0,Georges Mfwamba Ngandu,False,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-17,"St. Catharines, ON",McMaster Marauders,Brock Badgers,21.0,Mike Demagus,True,39,16.7,47.4,100.0,3,4,7,3,3,2,0,3,20,1,6,9,19,1,1,51.44,50.0,Away
2024-25,2025-01-17,"St. Catharines, ON",McMaster Marauders,Brock Badgers,12.0,Brendan Amoyaw,True,23,0.0,50.0,57.1,2,5,7,5,0,1,1,0,10,0,0,3,6,4,7,55.07,50.0,Away
2024-25,2025-01-17,"St. Catharines, ON",McMaster Marauders,Brock Badgers,4.0,Daniel Graham,True,24,40.0,50.0,0.0,0,2,2,3,1,2,0,0,8,2,5,3,6,0,0,66.67,66.67,Away
2024-25,2025-01-17,"St. Catharines, ON",McMaster Marauders,Brock Badgers,11.0,Ay Osunde,False,18,11.1,20.0,100.0,0,0,0,2,0,1,0,0,7,1,9,2,10,2,2,32.17,25.0,Away
2024-25,2025-01-17,"St. Catharines, ON",McMaster Marauders,Brock Badgers,9.0,Ares Culley-Bremner,False,15,0.0,50.0,33.3,1,4,5,3,0,0,2,0,5,0,0,2,4,1,3,46.99,50.0,Away
2024-25,2025-01-17,"St. Catharines, ON",McMaster Marauders,Brock Badgers,6.0,Tyler Garcia,False,20,0.0,14.3,100.0,1,3,4,3,5,1,0,1,4,0,5,1,7,2,2,25.38,14.29,Away
2024-25,2025-01-17,"St. Catharines, ON",McMaster Marauders,Brock Badgers,23.0,Jeremiah Francis,False,4,50.0,25.0,0.0,1,0,1,1,0,0,0,1,3,1,2,1,4,0,0,37.5,37.5,Away
2024-25,2025-01-17,"St. Catharines, ON",McMaster Marauders,Brock Badgers,33.0,Riaz Saliu,True,30,0.0,25.0,0.0,1,6,7,1,0,0,0,0,2,0,2,1,4,0,0,25.0,25.0,Away
2024-25,2025-01-17,"St. Catharines, ON",McMaster Marauders,Brock Badgers,31.0,Emery Bouk,False,1,0.0,0.0,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,56.82,0.0,Away
2024-25,2025-01-17,"St. Catharines, ON",McMaster Marauders,Brock Badgers,44.0,Kwaku Agyapong,False,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-17,"St. Catharines, ON",McMaster Marauders,Brock Badgers,32.0,Elijah Bethune,True,20,0.0,0.0,0.0,1,1,2,0,3,2,0,1,0,0,2,0,5,0,0,0.0,0.0,Away
2024-25,2025-01-17,"Sudbury, ON",Ottawa Gee Gees,Laurentian Voyageurs,5.0,Dragan Stajic,True,32,33.3,63.6,75.0,4,2,6,2,0,3,0,2,18,1,3,7,11,3,4,70.53,68.18,Away
2024-25,2025-01-17,"Sudbury, ON",Ottawa Gee Gees,Laurentian Voyageurs,10.0,Justin Ndjock-Tadjore,True,33,0.0,38.5,25.0,1,3,4,0,2,5,0,3,11,0,4,5,13,1,4,37.26,38.46,Away
2024-25,2025-01-17,"Sudbury, ON",Ottawa Gee Gees,Laurentian Voyageurs,35.0,Jacques-Melaine Guemeta,True,27,16.7,27.3,75.0,2,4,6,2,1,1,0,1,10,1,6,3,11,3,4,39.18,31.82,Away
2024-25,2025-01-17,"Sudbury, ON",Ottawa Gee Gees,Laurentian Voyageurs,7.0,Khalifa Koulamallah,False,26,28.6,28.6,100.0,0,3,3,0,1,0,2,1,8,2,7,2,7,2,2,50.76,42.86,Away
2024-25,2025-01-17,"Sudbury, ON",Ottawa Gee Gees,Laurentian Voyageurs,1.0,Ankit Choudhary,True,32,16.7,25.0,50.0,1,2,3,2,3,3,0,1,6,1,6,2,8,1,2,33.78,31.25,Away
2024-25,2025-01-17,"Sudbury, ON",Ottawa Gee Gees,Laurentian Voyageurs,11.0,Brock Newton,True,32,0.0,33.3,0.0,1,6,7,1,0,0,3,1,6,0,0,3,9,0,0,33.33,33.33,Away
2024-25,2025-01-17,"Sudbury, ON",Ottawa Gee Gees,Laurentian Voyageurs,13.0,Owen Kenney,False,13,0.0,0.0,0.0,2,3,5,4,1,2,1,0,0,0,2,0,2,0,0,0.0,0.0,Away
2024-25,2025-01-17,"Sudbury, ON",Ottawa Gee Gees,Laurentian Voyageurs,2.0,Will McCauley,False,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Away
2024-25,2025-01-17,"Sudbury, ON",Ottawa Gee Gees,Laurentian Voyageurs,21.0,Josh Muoka,False,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,Away
2024-25,2025-01-17,"Sudbury, ON",Laurentian Voyageurs,Ottawa Gee Gees,13.0,Ismael Konate,True,34,0.0,43.8,0.0,9,6,15,3,1,5,1,1,14,0,1,7,16,0,2,41.47,43.75,Home
2024-25,2025-01-17,"Sudbury, ON",Laurentian Voyageurs,Ottawa Gee Gees,9.0,Shawn Barthelemy,True,27,25.0,33.3,75.0,2,6,8,1,0,4,0,1,12,1,4,4,12,3,4,43.6,37.5,Home
2024-25,2025-01-17,"Sudbury, ON",Laurentian Voyageurs,Ottawa Gee Gees,1.0,Nginyu Ngala,True,29,22.2,27.3,100.0,1,5,6,1,3,3,0,0,10,2,9,3,11,2,2,42.09,36.36,Home
2024-25,2025-01-17,"Sudbury, ON",Laurentian Voyageurs,Ottawa Gee Gees,3.0,Philippe Fandio,False,23,20.0,11.1,100.0,2,1,3,0,3,3,0,2,5,1,5,1,9,2,2,25.3,16.67,Home
2024-25,2025-01-17,"Sudbury, ON",Laurentian Voyageurs,Ottawa Gee Gees,22.0,Favour Ugbah,True,20,50.0,40.0,0.0,1,0,1,2,2,0,0,1,5,1,2,2,5,0,0,50.0,50.0,Home
2024-25,2025-01-17,"Sudbury, ON",Laurentian Voyageurs,Ottawa Gee Gees,15.0,Toby Ezenwa,False,21,0.0,16.7,100.0,3,1,4,4,0,2,1,0,4,0,1,1,6,2,2,29.07,16.67,Home
2024-25,2025-01-17,"Sudbury, ON",Laurentian Voyageurs,Ottawa Gee Gees,12.0,Evan Boudreau-Munro,False,2,0.0,0.0,50.0,0,2,2,2,0,0,0,0,1,0,0,0,0,1,2,56.82,0.0,Home
2024-25,2025-01-17,"Sudbury, ON",Laurentian Voyageurs,Ottawa Gee Gees,11.0,Chikosi Boardi,False,10,0.0,0.0,0.0,0,0,0,2,0,0,1,0,0,0,2,0,2,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Sudbury, ON",Laurentian Voyageurs,Ottawa Gee Gees,35.0,Keenan Morain,True,17,0.0,0.0,0.0,4,3,7,4,1,2,1,0,0,0,0,0,3,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Sudbury, ON",Laurentian Voyageurs,Ottawa Gee Gees,24.0,Daniel Muila-Mwaka,False,17,0.0,0.0,0.0,4,4,8,2,0,1,0,2,0,0,0,0,6,0,2,0.0,0.0,Home
2024-25,2025-01-17,"Sydney, NS",Cape Breton Capers,Acadia Axemen,4.0,Shakael Pryce,True,32,33.3,50.0,57.1,1,3,4,2,5,3,0,3,25,3,9,9,18,4,7,59.3,58.33,Home
2024-25,2025-01-17,"Sydney, NS",Cape Breton Capers,Acadia Axemen,1.0,Stefan Anisko,True,25,33.3,66.7,100.0,2,0,2,1,1,2,0,0,15,1,3,6,9,2,2,75.91,72.22,Home
2024-25,2025-01-17,"Sydney, NS",Cape Breton Capers,Acadia Axemen,0.0,Aaron Cunningham,True,28,0.0,54.5,66.7,2,3,5,3,1,2,1,2,14,0,1,6,11,2,3,56.82,54.55,Home
2024-25,2025-01-17,"Sydney, NS",Cape Breton Capers,Acadia Axemen,14.0,Tafarian Black,False,27,20.0,44.4,50.0,2,9,11,2,1,3,4,1,11,1,5,4,9,2,4,51.12,50.0,Home
2024-25,2025-01-17,"Sydney, NS",Cape Breton Capers,Acadia Axemen,7.0,Sacade Kasamba,False,16,33.3,37.5,75.0,2,2,4,2,0,0,0,0,10,1,3,3,8,3,4,51.23,43.75,Home
2024-25,2025-01-17,"Sydney, NS",Cape Breton Capers,Acadia Axemen,9.0,Liai Tong,False,17,0.0,66.7,50.0,2,2,4,4,1,2,0,4,10,0,1,4,6,2,4,64.43,66.67,Home
2024-25,2025-01-17,"Sydney, NS",Cape Breton Capers,Acadia Axemen,2.0,Tyson Cato,True,25,0.0,33.3,100.0,1,11,12,3,4,2,0,1,8,0,0,3,9,2,2,40.49,33.33,Home
2024-25,2025-01-17,"Sydney, NS",Cape Breton Capers,Acadia Axemen,12.0,Mitchell Mersereau,True,12,0.0,100.0,0.0,0,1,1,2,0,0,0,0,2,0,0,1,1,0,0,100.0,100.0,Home
2024-25,2025-01-17,"Sydney, NS",Cape Breton Capers,Acadia Axemen,3.0,Cardy Jean,False,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Sydney, NS",Cape Breton Capers,Acadia Axemen,5.0,Justus Peuser,False,13,0.0,0.0,0.0,1,0,1,2,4,0,0,1,0,0,0,0,1,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Sydney, NS",Acadia Axemen,Cape Breton Capers,5.0,Glen Cox,True,38,0.0,60.9,75.0,2,3,5,1,5,3,0,0,37,0,1,14,23,9,12,65.42,60.87,Away
2024-25,2025-01-17,"Sydney, NS",Acadia Axemen,Cape Breton Capers,1.0,Gabe Davignon,True,40,27.3,26.3,100.0,2,5,7,2,1,1,1,0,14,3,11,5,19,1,1,36.01,34.21,Away
2024-25,2025-01-17,"Sydney, NS",Acadia Axemen,Cape Breton Capers,10.0,Briawne Wilson,True,29,100.0,71.4,50.0,2,1,3,3,2,7,0,1,14,1,1,5,7,3,6,72.61,78.57,Away
2024-25,2025-01-17,"Sydney, NS",Acadia Axemen,Cape Breton Capers,13.0,Ryan Regault,True,22,40.0,44.4,0.0,0,1,1,3,1,2,0,2,10,2,5,4,9,0,0,55.56,55.56,Away
2024-25,2025-01-17,"Sydney, NS",Acadia Axemen,Cape Breton Capers,2.0,Erik Hayden,False,18,0.0,22.2,100.0,1,4,5,2,0,3,0,4,5,0,3,2,9,1,1,26.48,22.22,Away
2024-25,2025-01-17,"Sydney, NS",Acadia Axemen,Cape Breton Capers,11.0,Alain Mapendo,False,19,50.0,66.7,0.0,2,2,4,1,3,0,0,0,5,1,2,2,3,0,0,83.33,83.33,Away
2024-25,2025-01-17,"Sydney, NS",Acadia Axemen,Cape Breton Capers,9.0,Donovan Reid,True,27,0.0,22.2,0.0,4,4,8,4,0,3,2,0,4,0,1,2,9,0,2,20.24,22.22,Away
2024-25,2025-01-17,"Sydney, NS",Acadia Axemen,Cape Breton Capers,3.0,Robbie Grant,False,7,0.0,0.0,50.0,0,3,3,4,0,0,0,0,1,0,0,0,0,1,2,56.82,0.0,Away
2024-25,2025-01-17,"Thunder Bay, ON",Lakehead Thunderwolves,TMU Bold,11.0,Nathan Bilamu,True,38,55.6,60.0,83.3,4,1,5,1,5,5,0,0,33,5,9,9,15,10,12,81.36,76.67,Home
2024-25,2025-01-17,"Thunder Bay, ON",Lakehead Thunderwolves,TMU Bold,9.0,Harold Santa Cruz,True,20,50.0,66.7,100.0,1,5,6,1,1,2,1,1,18,1,2,6,9,5,5,80.36,72.22,Home
2024-25,2025-01-17,"Thunder Bay, ON",Lakehead Thunderwolves,TMU Bold,24.0,Keylian Coulibaly,False,20,0.0,66.7,75.0,1,1,2,2,0,0,0,0,15,0,0,6,9,3,4,69.7,66.67,Home
2024-25,2025-01-17,"Thunder Bay, ON",Lakehead Thunderwolves,TMU Bold,18.0,Adrian Nowak,False,28,30.0,21.4,0.0,1,5,6,2,4,0,2,0,9,3,10,3,14,0,0,32.14,32.14,Home
2024-25,2025-01-17,"Thunder Bay, ON",Lakehead Thunderwolves,TMU Bold,6.0,Eduardo Hernanadez Batista,False,14,33.3,50.0,0.0,1,0,1,4,1,1,0,0,5,1,3,2,4,0,0,62.5,62.5,Home
2024-25,2025-01-17,"Thunder Bay, ON",Lakehead Thunderwolves,TMU Bold,1.0,Chris Sagl,True,24,10.0,8.3,50.0,0,3,3,3,7,1,0,0,4,1,10,1,12,1,2,15.53,12.5,Home
2024-25,2025-01-17,"Thunder Bay, ON",Lakehead Thunderwolves,TMU Bold,8.0,Marcos Alonso Hernandez,True,18,100.0,100.0,0.0,0,3,3,2,3,0,0,1,3,1,1,1,1,0,0,150.0,150.0,Home
2024-25,2025-01-17,"Thunder Bay, ON",Lakehead Thunderwolves,TMU Bold,21.0,Carsen Unrau,True,22,0.0,0.0,100.0,1,7,8,1,1,2,0,0,2,0,1,0,1,2,2,53.19,0.0,Home
2024-25,2025-01-17,"Thunder Bay, ON",Lakehead Thunderwolves,TMU Bold,3.0,Johnathan Goode,False,12,0.0,0.0,0.0,0,3,3,2,2,0,0,0,0,0,1,0,2,0,0,0.0,0.0,Home
2024-25,2025-01-17,"Thunder Bay, ON",TMU Bold,Lakehead Thunderwolves,12.0,Aaron Rhooms,True,36,50.0,47.4,63.6,3,5,8,1,2,2,0,1,29,4,8,9,19,7,11,60.82,57.89,Away
2024-25,2025-01-17,"Thunder Bay, ON",TMU Bold,Lakehead Thunderwolves,10.0,Javier Gilgeous-Glasgow,True,33,0.0,40.0,50.0,1,1,2,2,6,0,0,1,18,0,3,8,20,2,4,41.36,40.0,Away
2024-25,2025-01-17,"Thunder Bay, ON",TMU Bold,Lakehead Thunderwolves,4.0,Maxime Louis-Jean,True,23,33.3,44.4,0.0,0,3,3,4,1,1,0,1,10,2,6,4,9,0,0,55.56,55.56,Away
2024-25,2025-01-17,"Thunder Bay, ON",TMU Bold,Lakehead Thunderwolves,3.0,Kevin Toth,False,24,28.6,36.4,0.0,0,2,2,1,3,1,0,1,10,2,7,4,11,0,0,45.45,45.45,Away
